Id,EmployeeId,Starts,Ends,MissPunch,Tardy,SchHr,RegHr,Ot1,Ot2,Ot3,Ot4,Ot5,PayAmt,Submit,Approve,SysUpdate,EarlyIn,GraceIn,EarlyOut,LateOut,LongMeal,ShortMeal,LongBreak,ShortBreak,Absences,DayApprove,Status,AutoMeal,EarlyOutG,NoMeal,Overtime,ShortWkDay,AppPunch,AuthOt,PaidBrk,MlPremCnt,MlPremWav,BkPremCnt,BkPremWav
531783,1500,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,39.9332,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:48:23.847-04:00,0,0,0,0,4,0,0,0,0,,0,0,0,0,0,0,10,0,0,0,0,0,0
531851,1097,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,86.3833,4.2168,0,0,0,0,0,FALSE,FALSE,2023-06-16T18:51:28.02-04:00,0,0,0,0,6,2,0,0,1,1.11111E+13,3,0,0,5,4.22,0,18,0,0,0,0,0,0
531852,1097,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,40,0.3666,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:31:45.53-04:00,0,0,0,0,1,2,0,0,0,,0,0,0,4,0.37,0,8,0,0,0,0,0,0
531865,1066,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,80,77,0,0,0,0,0,FALSE,FALSE,2023-06-19T11:14:34.93-04:00,0,0,0,0,9,7,0,0,0,2.22222E+13,3,0,0,12,77,0,31,0,0,0,0,0,0
531877,2248,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,80.0533,0,0,0,0,0,0,FALSE,FALSE,2023-06-19T11:27:12.683-04:00,0,0,0,0,5,0,0,0,1,2.22222E+13,3,0,0,1,0,0,18,0,0,0,0,0,0
531878,2248,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,33.5,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T11:03:19.967-04:00,0,0,0,0,4,0,0,0,0,,0,0,0,0,0,0,9,0,0,0,0,0,0
531892,1500,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,81.3833,1.0498,0,0,0,0,0,FALSE,FALSE,2023-06-19T10:46:11.57-04:00,0,0,0,0,7,1,0,0,1,2.22222E+13,3,0,0,0,1.05,0,19,0,0,0,0,0,0
531905,1955,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,80,7.0001,0,0,0,0,0,FALSE,FALSE,2023-06-19T11:18:46.4-04:00,0,0,0,0,10,0,0,0,2,2.22222E+13,3,0,0,0,7,0,20,0,0,0,0,0,0
531906,1955,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,35.4001,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:58:33.69-04:00,0,0,0,0,3,0,0,0,0,,0,0,0,1,0,0,8,0,0,0,0,0,0
531936,1297,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,79.9999,0,0,0,0,0,0,FALSE,FALSE,2023-06-19T12:57:32.907-04:00,0,0,0,0,0,4,0,0,2,2.22222E+13,3,0,0,3,0,0,17,0,0,0,0,0,0
531937,1297,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,31.4667,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:31:17.19-04:00,0,0,0,0,0,3,0,0,1,,0,0,0,0,0,0,8,0,0,0,0,0,0
531951,641,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,80,0,0,0,0,0,0,FALSE,FALSE,2023-06-19T16:02:13.923-04:00,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,10,0,0,0,0,0,0
532708,1014,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,81.58,15.2167,0,0,0,0,0,FALSE,FALSE,2023-06-19T11:11:01.75-04:00,0,0,0,0,5,4,0,0,1,2.22222E+13,3,0,0,8,15.22,0,20,0,0,0,0,0,0
532750,2272,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,80.6833,0.3501,0,0,0,0,1000,FALSE,FALSE,2023-06-19T12:55:10.95-04:00,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0.35,0,20,0,0,0,0,0,0
532762,1014,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,40,0.0501,0,0,0,0,0,FALSE,FALSE,2023-06-23T11:00:48.667-04:00,0,0,0,0,1,2,0,0,0,,0,0,0,3,0.05,0,9,0,0,0,0,0,0
533572,5408,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,40.1499,0,0,0,0,0,0,FALSE,FALSE,2023-06-19T11:10:23.307-04:00,0,0,0,0,3,3,0,0,8,2.22222E+13,3,0,0,1,0,0,11,0,0,0,0,0,0
533573,5408,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,20,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:31:29.593-04:00,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,0,0,0,0,0
533601,6432,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,55.9334,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:31:14.51-04:00,0,0,0,0,3,1,0,0,0,,0,0,0,0,0,0,12,0,0,0,0,0,0
533609,1590,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,89.3998,0,0,0,0,0,0,FALSE,FALSE,2023-06-18T23:19:35.693-04:00,0,0,0,0,1,6,0,0,2,2.22222E+13,3,0,0,3,0,0,26,0,0,0,0,0,0
535336,5849,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,72.5501,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:31:29.453-04:00,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,12,0,0,0,0,0,0
535341,986,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,80.0834,10,0,0,0,0,0,FALSE,FALSE,2023-06-19T11:55:14.537-04:00,0,0,0,0,3,5,0,0,1,2.2222E+125,3,0,0,1,10,0,19,0,0,0,0,0,0
535342,986,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,32.45,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:31:19.817-04:00,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,0,7,0,0,0,0,0,0
535381,7234,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,1,0,0,28.9833,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:31:19.5-04:00,0,0,0,0,4,0,0,0,0,,0,0,0,0,0,0,9,0,0,0,0,0,0
535409,774,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,8,0,0,0,0,0,0,FALSE,FALSE,2023-06-17T20:10:52.52-04:00,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,1,0,0,0,0,0,0
535411,446,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,80,5.15,0,0,0,0,0,FALSE,FALSE,2023-06-19T12:00:51.483-04:00,0,0,0,0,8,0,0,0,3,2.22222E+13,3,0,0,8,5.15,0,16,0,0,0,0,0,0
535433,5673,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,79.9999,0,0,0,0,0,0,FALSE,FALSE,2023-06-19T11:16:46.2-04:00,0,0,0,0,1,1,0,0,1,2.22222E+13,3,0,0,1,0,0,18,0,0,0,0,0,0
535434,5673,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,15.8833,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:31:08.757-04:00,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,0,0,0,0,0
537280,803,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,72.1666,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:31:32.423-04:00,0,0,0,0,3,0,0,0,0,,0,0,0,1,0,0,12,0,0,0,0,0,0
537285,7195,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,77.0502,0,0,0,0,0,0,FALSE,FALSE,2023-06-19T11:31:49.707-04:00,0,0,0,0,8,0,0,0,2,2.22222E+13,3,0,0,0,0,0,20,0,0,0,0,0,0
537289,5724,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,2022-12-05T12:19:52.893-05:00,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0
537332,1152,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,82.2835,2.4667,0,0,0,0,0,FALSE,FALSE,2023-06-17T20:06:50.12-04:00,0,0,0,0,1,10,0,0,2,1.11111E+13,3,0,0,0,2.47,0,22,0,0,0,0,0,0
537435,3075,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,74.7033,0,0,0,0,0,0,FALSE,FALSE,2023-06-19T13:39:08.997-04:00,0,0,0,0,0,3,0,0,4,2.22222E+13,3,0,0,4,0,0,12,0,0,0,0,0,0
537436,3075,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,48,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T11:31:35.823-04:00,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,5,0,0,0,0,0,0
537503,3092,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,56.0833,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:31:06.943-04:00,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,9,0,0,0,0,0,0
539348,2168,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,68.1501,0,0,0,0,0,0,FALSE,FALSE,2023-06-19T10:34:25.813-04:00,0,0,0,0,2,2,0,0,4,2.22222E+41,3,0,0,3,0,0,14,0,0,0,0,0,0
539349,2168,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,34.8333,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:31:31.5-04:00,0,0,0,0,1,0,0,0,1,,0,0,0,0,0,0,7,0,0,0,0,0,0
539364,5792,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,63.7,0.05,0,0,0,0,0,FALSE,FALSE,2023-06-19T09:53:01.847-04:00,0,0,0,0,6,2,0,0,1,2.22222E+41,3,0,0,0,0.05,0,18,0,0,0,0,0,0
539365,5792,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,32,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:31:06.28-04:00,0,0,0,0,4,0,0,0,0,,0,0,0,0,0,0,9,0,0,0,0,0,0
539377,5207,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,63.4166,0,0,0,0,0,8,FALSE,FALSE,2023-06-19T10:04:54.353-04:00,0,0,0,0,2,3,0,0,4,2.22222E+13,3,0,0,1,0,0,17,0,0,0,0,0,0
539423,7194,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,32,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:31:28.327-04:00,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,0,0,0,0,0
539495,5057,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,80,0,0,0,0,0,0,FALSE,FALSE,2023-06-17T20:27:16.1-04:00,0,0,0,0,0,2,0,0,2,2.22222E+13,3,0,0,1,0,0,13,0,0,0,0,0,0
539496,5057,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,32.0832,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:53:11.727-04:00,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,7,0,0,0,0,0,0
539571,6996,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,35.0998,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T11:22:18.073-04:00,0,0,0,0,2,1,0,0,0,,0,0,0,0,0,0,9,0,0,0,0,0,0
539583,3143,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,51.0667,0,0,0,0,0,0,FALSE,FALSE,2023-06-16T18:51:49.837-04:00,0,0,0,0,0,0,0,0,6,2.22222E+13,3,0,0,5,0,0,5,0,0,0,0,0,0
539584,3143,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,40,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:31:30.61-04:00,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,0,0,0,0,0
539599,2963,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,80.0034,0.5833,0,0,0,0,0,FALSE,FALSE,2023-06-17T21:49:58.573-04:00,0,0,0,0,0,7,0,0,2,2.22222E+13,3,0,0,0,0.58,0,21,0,0,0,0,0,0
539615,6670,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,64.5333,0,0,0,0,0,0,FALSE,FALSE,2023-06-16T20:29:09.65-04:00,0,0,0,0,0,0,0,0,4,,3,0,0,7,0,0,7,0,0,0,0,0,0
539616,6670,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,27.6666,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:31:31.627-04:00,0,0,0,0,0,0,0,0,2,,0,0,0,3,0,0,3,0,0,0,0,0,0
541451,3680,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,46.1999,1.1,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:42:29.21-04:00,0,0,0,0,2,1,0,0,0,,0,0,0,2,1.1,0,9,0,0,0,0,0,0
541483,578,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,80.5834,0.1165,0,0,0,0,0,FALSE,FALSE,2023-06-19T11:55:38.86-04:00,0,0,0,0,1,5,0,0,3,2.22222E+41,3,0,0,4,0.12,0,17,0,0,0,0,0,0
541484,578,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,48,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:31:18.8-04:00,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,0,0,0,0,0
541499,1142,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,2023-06-19T14:11:03.987-04:00,0,0,0,0,0,0,0,0,0,2.22222E+13,3,0,0,0,,0,0,0,0,0,0,0,0
541504,1207,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,43.5001,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:31:11.153-04:00,0,0,0,0,2,1,0,0,1,,0,0,0,2,0,0,9,0,0,0,0,0,0
541531,1077,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,83.5167,3.3002,0,0,0,0,0,FALSE,FALSE,2023-06-19T11:55:14.24-04:00,0,0,0,0,1,0,0,0,2,2.22222E+83,3,0,0,2,3.3,0,19,0,0,0,0,0,0
541532,1077,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,36.65,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:31:19.033-04:00,0,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,8,0,0,0,0,0,0
541546,421,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,80,1.867,0,0,0,0,0,FALSE,FALSE,2023-06-19T11:55:38.923-04:00,0,0,0,0,0,2,0,0,1,2.22222E+55,3,0,0,0,1.87,0,20,0,0,0,0,0,0
541547,421,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,32.1333,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:31:12.797-04:00,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,9,0,0,0,0,0,0
541550,2897,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,80.0034,5.0001,0,0,0,0,175,FALSE,FALSE,2023-06-17T09:59:55.437-04:00,0,0,0,0,2,1,0,0,2,2.22222E+13,3,0,0,5,5,0,18,0,0,0,0,0,0
541551,2897,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,40,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T11:35:29.41-04:00,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,0,0,0,0,0
541556,5314,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,35.3667,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T11:06:46.99-04:00,0,0,0,0,0,3,0,0,0,,0,0,0,1,0,0,13,0,0,0,0,0,0
541560,3242,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,80,4.9,0,0,0,0,0,FALSE,FALSE,2023-06-19T13:20:02.9-04:00,0,0,0,0,3,4,0,0,2,2.22222E+13,3,0,0,3,4.9,0,17,0,0,0,0,0,0
541561,3242,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,36.4999,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T11:04:19.143-04:00,0,0,0,0,2,1,0,0,0,,0,0,0,1,0,0,8,0,0,0,0,0,0
541566,3080,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,49.5833,0,0,0,0,0,0,FALSE,FALSE,2023-06-16T21:27:17.187-04:00,0,0,0,0,0,0,0,0,6,1.11111E+13,3,0,0,5,0,0,5,0,0,0,0,0,0
541672,6438,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,80,0.3,0,0,0,0,0,FALSE,FALSE,2023-06-17T20:33:29.59-04:00,0,0,0,0,1,0,0,0,3,2.22222E+13,3,0,0,5,0.3,0,15,0,0,0,0,0,0
541692,3577,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,33.0334,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T11:31:35.277-04:00,0,0,0,0,2,1,0,0,1,,0,0,0,2,0,0,7,0,0,0,0,0,0
541695,7508,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,79.9967,0,0,0,0,0,0,FALSE,FALSE,2023-06-19T11:18:59.647-04:00,0,0,0,0,5,1,0,0,2,2.22222E+13,3,0,0,0,0,0,20,0,0,0,0,0,0
541696,7508,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,24,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:31:26.727-04:00,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,3,0,0,0,0,0,0
541711,4396,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,16,0,0,0,0,0,0,FALSE,FALSE,2023-06-19T11:55:14.13-04:00,0,0,0,0,0,0,0,0,0,2.22222E+55,3,0,0,0,0,0,2,0,0,0,0,0,0
541712,4396,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,8,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:31:18.703-04:00,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0
541714,5753,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,80,4.9665,0,0,0,0,0,FALSE,FALSE,2023-06-16T23:52:41.43-04:00,0,0,0,0,10,0,0,0,1,,3,0,0,1,4.97,0,20,0,0,0,0,0,0
541722,6525,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,65.9333,0,0,0,0,0,0,FALSE,FALSE,2023-06-19T12:31:18.463-04:00,0,0,0,0,2,0,0,0,4,,3,0,0,0,0,0,12,0,0,0,0,0,0
541738,3092,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,80.0034,0.0501,0,0,0,0,0,FALSE,FALSE,2023-06-18T23:21:34.34-04:00,0,0,0,0,2,1,0,0,1,2.22222E+13,3,0,0,0,0.05,0,22,0,0,0,0,0,0
541747,3460,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,2023-06-19T12:00:43.997-04:00,0,0,0,0,0,0,0,0,0,2.22222E+13,3,0,0,0,,0,0,0,0,0,0,0,0
541748,3460,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:31:06.88-04:00,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0
541756,5886,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,87.2167,0,0,0,0,0,0,FALSE,FALSE,2023-06-19T11:57:05.577-04:00,0,0,0,0,5,0,0,0,2,2.22222E+27,3,0,0,2,0,0,17,0,0,0,0,0,0
541757,5886,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,31.8667,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:31:06.96-04:00,0,0,0,0,0,0,0,0,1,,0,0,0,1,0,0,4,0,0,0,0,0,0
541799,6691,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,8,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:31:18.427-04:00,0,0,0,0,0,0,0,0,5,,0,0,0,0,0,0,1,0,0,0,0,0,0
541840,6691,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,2023-01-11T09:15:21.567-05:00,0,0,0,0,0,0,0,0,0,,3,0,0,0,,0,0,0,0,0,0,0,0
541856,6232,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,33.4168,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:49:44.523-04:00,0,0,0,0,3,0,0,0,0,,0,0,0,0,0,0,9,0,0,0,0,0,0
541860,6415,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,50.05,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:50:28.55-04:00,0,0,0,0,3,0,0,0,0,,0,0,0,0,0,0,12,0,0,0,0,0,0
541883,6046,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,79.9999,0,0,0,0,0,0,FALSE,FALSE,2023-06-20T18:36:50.963-04:00,0,0,0,0,1,6,0,0,2,3.33333E+13,3,0,0,2,0,0,0,0,0,0,0,0,0
541884,6046,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,34.8668,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:31:09.083-04:00,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,0,8,0,0,0,0,0,0
541887,7207,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,35.4834,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:31:09.38-04:00,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,10,0,0,0,0,0,0
541914,682,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,80,0.9501,0,0,0,0,0,FALSE,FALSE,2023-06-19T11:51:00.857-04:00,0,0,0,0,5,1,0,0,1,2.22222E+83,3,0,0,0,0.95,0,20,0,0,0,0,0,0
541915,682,2023-06-18T00:00:00-04:00,2023-07-01T00:00:00-04:00,0,0,0,52.5,0,0,0,0,0,0,FALSE,FALSE,2023-06-23T10:31:15.703-04:00,0,0,0,0,2,1,0,0,0,,0,0,0,0,0,0,12,0,0,0,0,0,0
541941,4897,2023-06-04T00:00:00-04:00,2023-06-17T00:00:00-04:00,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,2023-06-19T10:57:28.777-04:00,0,0,0,0,0,0,0,0,0,2.22222E+13,3,0,0,0,,0,0,0,0,0,0,0,0
